"One operator can have multiple reports per year (OPERATOR_ID, REPORT_YEAR, PARTA5COMMODITY, REPORT_NUMBER)",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87
2022-12-01 18:13:39,2021,20220351,19345,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",ONE WILLIAMS CENTER P.O. BOX 645,TULSA,OK,74172,,HVL,,TEXAS,,11.71,11.71,,,,,,0,0,0,16318366,0,0,15.8,0,0,0,0,15.8,0,0,0,0,0,0,0,0,15.8,0,0,0,0,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,2022-06-13 10:12:52,2022-06-13 10:12:52,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220708,19725,999,"PACIFIC COAST ENERGY COMPANY, LP",1555 ORCUTT HILL ROAD,ORCUTT,CA,93455,,Crude Oil,,CALIFORNIA,,1.7,1.7,,,,,,0,94021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,2022-06-16 00:07:23,2022-06-16 00:07:23,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220603,19607,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Crude Oil,"MONTANA, NORTH DAKOTA, WYOMING",,,35.8,35.8,,,,,,,10894414907,,,,0,614,0,0,0,0,614,0,0,0,0,0,0,0,0,614,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,10,350,360,119,0,119,0,0,0,1,0,1,34,0,34,80,0,80,0,0,0,594,244,350,INITIAL,2022-06-15 13:32:35,2022-06-15 13:32:35,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220601,19605,1248,BELLE FOURCHE PIPELINE CO,455 N POPLAR ST.,CASPER,WY,82602,,Refined and/or Petroleum Product (non-HVL),WYOMING,,,0,0,,,,,,,,,,61807746,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,76,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,49,0,49,0,0,0,0,0,0,27,0,27,0,0,0,0,0,0,0,0,0,76,76,0,INITIAL,2022-06-15 12:56:07,2022-06-15 12:56:07,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220644,19657,1541,"HILCORP NORTH SLOPE, LLC",3800 CENTERPOINT DRIVE  SUITE 1400,ANCHORAGE,AK,99503,,Crude Oil,,ALASKA,,34.54,34.54,,,,,,,645295228,,,,0,0,17.57,16.97,0,0,34.54,0,0,0,0,0,0,0,0,0,17.57,16.97,0,0,34.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,0,4.24,0,0,0,0,0,0,0.1,0,0.1,0,0,0,4.34,4.34,0,INITIAL,2022-06-15 16:58:47,2022-06-15 16:58:47,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220370,19365,1845,"BUCKEYE PARTNERS, LP",6161 HAMILTON BOULEVARD,ALLENTOWN,PA,18106,,Crude Oil,"INDIANA, OHIO, TEXAS",TEXAS,,3.107,3.107,,,,,,,188013014,,,,0,6.309,0,0,0,0,6.309,0,0,0,0,0,0,0,0,6.309,0,0,0,0,6.309,0,0,0,0,0,0,0,1.168,1.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.722,0,4.722,0.298,0,0.298,6.188,5.02,1.168,INITIAL,2022-06-13 14:34:42,2022-06-13 14:34:42,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220371,19366,1845,"BUCKEYE PARTNERS, LP",6161 HAMILTON BOULEVARD,ALLENTOWN,PA,18106,,Fuel Grade Ethanol (dedicated system),,FLORIDA,,1.722,1.722,,,,,,,,1341996,,,0,1.722,0,0,0,0,1.722,0,0,0,0,0,0,0,0,1.722,0,0,0,0,1.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.722,0,1.722,0,0,0,1.722,1.722,0,INITIAL,2022-06-13 14:36:00,2022-06-13 14:36:00,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220372,19847,1845,"BUCKEYE PARTNERS, LP",6161 HAMILTON BOULEVARD,ALLENTOWN,PA,18106,,HVL,"ILLINOIS, INDIANA, OHIO","FLORIDA, TEXAS",,27.227,27.227,,,,,,,,,438000432,,0,32.872,0,0,0,0,32.872,0,0,0,0,0,0,0,0,32.872,0,0,0,0,32.872,0,0.46,0.46,0,0,0,0,0,0,0,0.91,0.91,0,1.011,1.011,0,0,0,0,0,0,6.051,0,6.051,18.48,0,18.48,5.037,0,5.037,0.918,0,0.918,32.867,30.486,2.381,SUPPLEMENTAL,2022-06-13 14:37:02,2022-11-03 13:03:14,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220369,19848,1845,"BUCKEYE PARTNERS, LP",6161 HAMILTON BOULEVARD,ALLENTOWN,PA,18106,,Refined and/or Petroleum Product (non-HVL),"CONNECTICUT, DELAWARE, FLORIDA, ILLINOIS, INDIANA, IOWA, MAINE, MASSACHUSETTS, MICHIGAN, MISSOURI, NEW JERSEY, NEW YORK, OHIO, PENNSYLVANIA","ALABAMA, IOWA, NEW JERSEY, TEXAS",,3186.769,3186.769,,,,,,,,,,53214896233,252.684,5960.717,0,0,0,0,6213.401,0,0,0,0,0,0,0,252.684,5960.717,0,0,0,0,6213.401,0,0.661,0.661,0,319.735,319.735,0,778.574,778.574,0,948.35,948.35,0,1568.533,1568.533,346.577,0,346.577,56.06,0,56.06,57.965,0,57.965,108.218,0,108.218,47.707,0,47.707,1.809,0,1.809,4234.189,618.336,3615.853,SUPPLEMENTAL,2022-06-13 14:33:14,2022-11-03 13:04:00,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220604,19608,1960,BUTTE PIPELINE CO,455 N. POPLAR ST.,CASPER,WY,82601,,Crude Oil,"MONTANA, WYOMING",,,17,17,,,,,,,11051652082,,,,0,460,0,0,0,0,460,0,0,0,0,0,0,0,0,460,0,0,0,0,460,0,0,0,0,0,0,0,0,0,119,34,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,274,240,34,INITIAL,2022-06-15 13:54:43,2022-06-15 13:54:43,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220040,19852,2162,DOW PIPELINE CO - CAYUSE,1000 CO. RD. 340,ANGLETON,TX,77515,,HVL,"LOUISIANA, TEXAS",,,64.14,64.14,,,,,,,,,1620553493,,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,248.74,0,0,0,0,248.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.24,0,246.24,0.08,0,0.08,0,0,0,0,0,0,0.72,0,0.72,0,0,0,247.04,247.04,0,SUPPLEMENTAL,2022-03-08 07:53:53,2022-11-09 16:23:56,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220210,19529,2170,CENEX PIPELINE LLC,803 HWY 212 S (PO BOX 909),LAUREL,MT,59044,,Refined and/or Petroleum Product (non-HVL),"MONTANA, NORTH DAKOTA",,,255.94,255.94,,,,,,0,0,0,0,5869181517,0,914.35,0,0,0,0,914.35,0,0,0,0,0,0,0,0,914.35,0,0,0,0,914.35,0,0,0,0,0,0,0,0,0,0,2.05,2.05,0,188.78,188.78,18.2,0,18.2,0,0,0,274.88,0,274.88,110.24,0,110.24,138.25,0,138.25,181.95,0,181.95,914.35,723.52,190.83,SUPPLEMENTAL,2022-06-06 13:47:21,2022-06-14 19:24:08,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220221,19212,2190,CENTRAL FLORIDA PIPELINE CORP,"1001 LOUISIANA ST., SUITE 1000",HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,FLORIDA,,188.49,188.49,,,,,,0,0,0,0,4767273899,0,205.68,0,0,0,0,205.68,0,0,0,0,0,0,0,0,205.68,0,0,0,0,205.68,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,3.95,82.28,0,82.28,1.66,0,1.66,112.04,0,112.04,1.27,0,1.27,4.28,0,4.28,0,0,0,205.48,201.53,3.95,INITIAL,2022-06-07 12:10:21,2022-06-07 12:10:21,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220127,19102,2387,CITGO PIPELINE CO,1293 ELDRIDGE PARKWAY,Houston,TX,77077,,Crude Oil,"LOUISIANA, TEXAS",,,49.784,49.784,,,,,,,5285089914,,,,0,63.706,0,0.352,0,0,64.058,0,0,0,0,0,0,0,0,63.706,0,0.352,0,0,64.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.015,0,0,0,0.174,0,0.174,0.14,0,0.14,0,0,0,0.346,0,0.346,0.675,0.66,0.015,INITIAL,2022-05-23 18:56:03,2022-05-23 18:56:03,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220420,19416,2552,COLONIAL PIPELINE CO,1000 Lake St.,Alpharetta,GA,30009,,Refined and/or Petroleum Product (non-HVL),"ALABAMA, DELAWARE, GEORGIA, LOUISIANA, MARYLAND, MISSISSIPPI, NEW JERSEY, NEW YORK, NORTH CAROLINA, PENNSYLVANIA, SOUTH CAROLINA, TENNESSEE, TEXAS, VIRGINIA, WASHINGTON DC",,,4397.27,4397.27,,,,,,,,,1152784,722312332702,0,5534.68,64.72,0,0,0,5599.4,0,0,0,0,0,0,0,0,5534.68,64.72,0,0,0,5599.4,8.03,4.65,12.68,0,0,0,0,0,0,0,5.38,5.38,317.25,820.79,1138.04,839.545,0,839.545,227.32,0,227.32,108.89,0,108.89,67.51,0,67.51,5.57,0,5.57,0,0,0,2404.935,1574.115,830.82,INITIAL,2022-06-14 08:35:15,2022-06-14 08:35:15,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220044,19003,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,HVL,"PENNSYLVANIA, WEST VIRGINIA",WEST VIRGINIA,,78.481,78.481,,,,,,,,,81863338,,0,78.481,0,0,0,0,78.481,0,0,0,0,0,0,0,0,78.481,0,0,0,0,78.481,0,0,0,0,0,0,0,0,0,0,0,0,5.988,0,5.988,11.809,0,11.809,55.89,0,55.89,0.592,0,0.592,0.686,0,0.686,0.828,0,0.828,0,0,0,75.793,75.793,0,INITIAL,2022-03-10 05:49:59,2022-03-10 05:49:59,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220045,19004,2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.",925 WHITE OAKS BOULEVARD,BRIDGEPORT,WV,26330,,Refined and/or Petroleum Product (non-HVL),,WEST VIRGINIA,,29.15,29.15,,,,,,,,,,14271471,0,29.15,0,0,0,0,29.15,0,0,0,0,0,0,0,0,29.15,0,0,0,0,29.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.182,0,27.182,0.013,0,0.013,1.905,0,1.905,0,0,0,29.1,29.1,0,INITIAL,2022-03-10 05:50:23,2022-03-10 05:50:23,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220032,18988,2730,CHEVRON PRODUCTS COMPANY,6001 BOLLINGER CANYON ROAD,SAN RAMON,CA,94583,,Refined and/or Petroleum Product (non-HVL),,OREGON,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INITIAL,2022-03-03 14:03:27,2022-03-03 14:03:27,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220602,19756,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,CO2,"COLORADO, UTAH, WYOMING",,0,0.5,0.5,0,0,0,0,0,219071525,0,0,0,0,0,129.5,0,0,0,0,129.5,0,0,0,0,0,0,0,0,129.5,0,0,0,0,129.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SUPPLEMENTAL,2022-06-15 13:13:06,2022-07-07 14:15:40,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220350,19344,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,Crude Oil,"COLORADO, LOUISIANA, MISSISSIPPI, OCS-Gulf of Mexico, UTAH",CALIFORNIA,11.1,265.22,276.32,,27625942553,,,,,409290363,,,,0,686.4,0,0,0,0,686.4,0,187.3,0,0,0,0,187.3,0,873.7,0,0,0,0,873.7,0,0,0,0,0,0,0,0,0,0,12.7,12.7,1.6,0,1.6,9.8,0,9.8,0,0,0,6.1,0,6.1,23.5,0,23.5,1,0,1,0,0,0,54.7,42,12.7,INITIAL,2022-06-13 10:07:04,2022-06-13 10:07:04,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220445,19442,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,HVL,,"LOUISIANA, TEXAS",,767.02,767.02,,,,,,0,0,0,24811985708,0,0,1056.1,0,0,0,0,1056.1,0,0,0,0,0,0,0,0,1056.1,0,0,0,0,1056.1,0,0,0,0,0,0,0,0,0,0,56.5,56.5,58.1,86.4,144.5,164.4,0,164.4,71.4,0,71.4,139.2,0,139.2,43.4,0,43.4,73.2,0,73.2,0,0,0,692.6,549.7,142.9,INITIAL,2022-06-14 11:30:30,2022-06-14 11:30:30,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220329,19322,2731,CHEVRON PIPE LINE CO,1400 SMITH STREET,HOUSTON,TX,77002,,Refined and/or Petroleum Product (non-HVL),,"CALIFORNIA, UTAH",,243.82,243.82,,,,,,0,0,0,0,2918183600,0,322.9,0,0,0,0,322.9,0,0,0,0,0,0,0,0,322.9,0,0,0,0,322.9,0,0,0,0,0,0,0,9.9,9.9,0,0,0,0,86.1,86.1,33.7,0,33.7,1.3,0,1.3,11.7,0,11.7,7.1,0,7.1,0.3,0,0.3,0,0,0,150.1,54.1,96,INITIAL,2022-06-10 12:32:14,2022-06-10 12:32:14,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220331,19324,2767,"HARVEST ALASKA, LLC",3800 CENTERPOINT DRIVE SUITE 1400,ANCHORAGE,AK,99503,,Crude Oil,ALASKA,ALASKA,31.63,73.56,105.19,,29220499,,,,,408146039,,,,0,44.05,43.97,0,0,0,88.02,0,26.88,4.75,0,0,0,31.63,0,70.93,48.72,0,0,0,119.65,0,0,0,0,0,0,0,0,0,0,0,0,16.14,0,16.14,0,0,0,37.23,0,37.23,11.51,0,11.51,0,0,0,0.06,0,0.06,0,0,0,64.94,64.94,0,INITIAL,2022-06-10 12:53:12,2022-06-10 12:53:12,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220231,19222,3445,DIXIE PIPELINE COMPANY LLC,1100 LOUISIANA ST.,HOUSTON,TX,77002,,HVL,"ALABAMA, GEORGIA, LOUISIANA, MISSISSIPPI, NORTH CAROLINA, SOUTH CAROLINA, TEXAS",,,600.061,600.061,,,,,,,,,15877773275,,0,1306.108,0,0,0,0,1306.108,0,0,0,0,0,0,0,0,1306.108,0,0,0,0,1306.108,0.342,0,0.342,0,0,0,0,0,0,0,0,0,434.555,822.484,1257.039,5.897,1.302,7.199,15.914,0.295,16.209,4.384,1.086,5.47,12.885,0.407,13.292,3.129,0.001,3.13,0.645,0,0.645,1303.326,477.751,825.575,INITIAL,2022-06-07 14:46:18,2022-06-07 14:46:18,7000-1.1 (Rev. 01-2020)
2022-12-01 18:13:39,2021,20220036,18992,3527,DOW PIPELINE CO,1000 COUNTY ROAD 340,ANGLETON,TX,77515,,HVL,,TEXAS,,282.8,282.8,,,,,,,,,6377982409,,0,479.16,0,0,0,0,479.16,0,0,0,0,0,0,0,0,479.16,0,0,0,0,479.16,0.1,40.08,40.18,0,0,0,0,79.3,79.3,0,10.24,10.24,0.18,34.42,34.6,90.03,15.93,105.96,0.83,0,0.83,4.04,0,4.04,0.87,0.18,1.05,115.41,0.7,116.11,0.15,0,0.15,392.46,211.61,180.85,INITIAL,2022-03-05 15:54:13,2022-03-05 15:54:13,7000-1.1 (Rev. 01-2020)
